"Variable.Name","Variable.Description","Data.File.Name","Data.File.Description","Begin.Year","EndYear","Component","Use.Constraints"
"OHX26PCP","Loss of Attachment: Lower right lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX26PCS","Loss of Attachment:  Lower right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27CJA","Loss of Attachment:  Lower right cuspid (C) mesio- lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27CJD","Loss of Attachment: Lower right cuspid (C) distal - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27CJL","Loss of Attachment:  Lower right cuspid (C) mid- lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27CJM","Loss of Attachment:  Lower right cuspid (C) mid-facial - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27CJP","Loss of Attachment: Lower right cuspid (C) distal - lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27CJS","Loss of Attachment:  Lower right cuspid (C) mesio-facial - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27LAA","Loss of Attachment:  Lower right cuspid (C) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27LAD","Loss of Attachment:  Lower right cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27LAL","Loss of Attachment:  Lower right cuspid (C) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27LAM","Loss of Attachment:  Lower right cuspid (C) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27LAP","Loss of Attachment:  Lower right cuspid (C) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27LAS","Loss of Attachment:  Lower right cuspid (C) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27PCA","Loss of Attachment:  Lower right cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27PCD","Loss of Attachment: Lower right cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27PCL","Loss of Attachment:  Lower right lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27PCM","Loss of Attachment:  Lower right cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27PCP","Loss of Attachment: Lower right cuspid (C) distal - lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX27PCS","Loss of Attachment:  Lower right cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28CJA","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28CJD","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28CJL","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28CJM","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28CJP","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28CJS","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28LAA","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28LAD","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28LAL","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28LAM","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28LAP","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28LAS","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28PCA","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28PCD","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28PCL","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28PCM","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28PCP","Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX28PCS","Loss of Attachment:  Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29CJA","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29CJD","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29CJL","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29CJM","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29CJP","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29CJS","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29LAA","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29LAD","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29LAL","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29LAM","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29LAP","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29LAS","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29PCA","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29PCD","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29PCL","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29PCM","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29PCP","Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX29PCS","Loss of Attachment:  Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30CJA","Loss of Attachment:  Lower right 1st molar (1M) mesio- lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30CJD","Loss of Attachment: Lower right 1st molar (1M) distal - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30CJL","Loss of Attachment:  Lower right 1st molar (1M) mid- lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30CJM","Loss of Attachment:  Lower right 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30CJP","Loss of Attachment: Lower right 1st molar (1M) distal - lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30CJS","Loss of Attachment:  Lower right 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30LAA","Loss of Attachment:  Lower right 1st molar (1M) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30LAD","Loss of Attachment:  Lower right 1st molar (1M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30LAL","Loss of Attachment:  Lower right 1st molar (1M) mid- lingual - LCalculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30LAM","Loss of Attachment:  Lower right 1st molar (1M) mid-facial - LCalculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30LAP","Loss of Attachment:  Lower right 1st molar (1M) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30LAS","Loss of Attachment:  Lower right 1st molar (1M) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30PCA","Loss of Attachment:  Lower right 1st molar (1M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30PCD","Loss of Attachment: Lower right 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30PCL","Loss of Attachment:  Lower right 1st molar (1M) mid- lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30PCM","Loss of Attachment:  Lower right 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30PCP","Loss of Attachment: Lower right 1st molar (1M) distal - lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX30PCS","Loss of Attachment:  Lower right 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31CJA","Loss of Attachment:  Lower right 2nd molar (2M) mesio- lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31CJD","Loss of Attachment: Lower right 2nd molar (2M) distal - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31CJL","Loss of Attachment:  Lower right 2nd molar (2M) mid- lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31CJM","Loss of Attachment:  Lower right 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31CJP","Loss of Attachment: Lower right 2nd molar (2M) distal - lingual - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31CJS","Loss of Attachment:  Lower right 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31LAA","Loss of Attachment:  Lower right 2nd molar (2M) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31LAD","Loss of Attachment:  Lower right 2nd molar (2M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31LAL","Loss of Attachment:  Lower right 2nd molar (2M) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31LAM","Loss of Attachment:  Lower right 2nd molar (2M) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31LAP","Loss of Attachment:  Lower right 2nd molar (2M) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31LAS","Loss of Attachment:  Lower right 2nd molar (2M) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31PCA","Loss of Attachment:  Lower right 2nd molar (2M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31PCD","Loss of Attachment: Lower right 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31PCL","Loss of Attachment:  Lower right 2nd molar (2M) mid- lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31PCM","Loss of Attachment:  Lower right 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31PCP","Loss of Attachment: Lower right 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHX31PCS","Loss of Attachment:  Lower right 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination","None"
"OHDDESTS","Dentition Status Code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX01TC","Tooth Count:  Upper right 3rd molar (3M)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX02CSC","Coronal Caries:  Upper right 2nd molar (2M) surface calls.
These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX02CTC","Coronal Caries:  Upper right 2nd molar (2M) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX02SE","Dental Sealants:  Upper right 2nd molar (2M) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX02TC","Tooth Count:  Upper right 2nd molar (2M)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX03CSC","Coronal Caries:  Upper right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX03CTC","Coronal Caries:  Upper right 1st molar (1M) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX03SE","Dental Sealants:  Upper right 1st molar (1M) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX03TC","Tooth Count:  Upper right 1st molar (1M)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX04CSC","Coronal Caries:  Upper right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX04CTC","Coronal Caries:  Upper right 2nd bicuspid/2nd primary molar (2B) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX04SE","Dental Sealants:  Upper right 2nd biscuspid/2nd primary molar (2B) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX04TC","Tooth Count:  Upper right 2nd bicuspid/2nd primary molar (2B)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX05CSC","Coronal Caries:  Upper right 1st biscuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX05CTC","Coronal Caries:  Upper right 1st bicuspid/1st primary molar (1B) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX05SE","Dental Sealants:  Upper right 1st biscuspid/1st primary molar (1B) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX05TC","Tooth Count:  Upper right 1st bicuspid/1st primary molar (1B)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX06CSC","Coronal Caries:  Upper right cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX06CTC","Coronal Caries:  Upper right cuspid (C) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX06TC","Tooth Count:  Upper right cuspid (C)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX07CSC","Coronal Caries:  Upper right lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX07CTC","Coronal Caries:  Upper right lateral incisor (LI) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX07SE","Dental Sealants:  Upper right lateral incisor (LI) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX07TC","Tooth Count:  Upper right lateral incisor (LI)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX08CSC","Coronal Caries:  Upper right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX08CTC","Coronal Caries:  Upper right central incisor (CI) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX08TC","Tooth Count:  Upper right central incisor (CI)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX09CSC","Coronal Caries:  Upper left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX09CTC","Coronal Caries:  Upper left central incisor (CI) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX09TC","Tooth Count:  Upper left central incisor (CI)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX10CSC","Coronal Caries:  Upper left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX10CTC","Coronal Caries:  Upper left lateral incisor (LI) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX10SE","Dental Sealants:  Upper left lateral incisor (LI) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX10TC","Tooth Count:  Upper left lateral incisor (LI)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX11CSC","Coronal Caries:  Upper left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX11CTC","Coronal Caries:  Upper left cuspid (C) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX11TC","Tooth Count:  Upper left cuspid (C)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX12CSC","Coronal Caries:  Upper left 1st bicuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX12CTC","Coronal Caries:  Upper left 1st bicuspid/1st primary molar (1B) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX12SE","Dental Sealants:  Upper left 1st biscuspid/1st primary molar (1B) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX12TC","Tooth Count:  Upper left 1st bicuspid/1st primary molar (1B)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX13CSC","Coronal Caries:  Upper left 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX13CTC","Coronal Caries: Upper left 2nd bicuspid/2nd primary molar (2B) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX13SE","Dental Sealants:  Upper left 2nd bicuspid/2nd primary molar (2B) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX13TC","Tooth Count:  Upper left 2nd bicuspid/2nd primary molar (2B)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX14CSC","Coronal Caries:  Upper left 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX14CTC","Coronal Caries:  Upper left 1st molar (1M) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX14SE","Dental Sealants:  Upper left 1st molar (1M) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX14TC","Tooth Count:  Upper left 1st molar (1M)","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX15CSC","Coronal Caries:  Upper left 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX15CTC","Coronal Caries: Upper left 2nd molar (2M) tooth code","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
"OHX15SE","Dental Sealants:  Upper left 2nd molar (2M) sealant codes.
These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".","OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination","None"
